Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Courier Code,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
4049,COMO SECONDARY COLLEGE,20 BRUCE STREET,COMO,WA,6152,20 BRUCE STREET,COMO,WA,6152,-32.00366439,115.87115505,F20,08 9365 2000,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,175,163,150,132,130,137,,887
5111,CONDINGUP PRIMARY SCHOOL,SUTCLIFFE STREET,CONDINGUP,WA,6450,PMB 9,ESPERANCE,WA,6450,-33.75467811,122.5268561,POST,08 9076 6013,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,6,7,8,5,5,6,9,,,,,,,,,51
5717,CONNOLLY PRIMARY SCHOOL,FAIRWAY CIRCLE,CONNOLLY,WA,6027,FAIRWAY CIRCLE,CONNOLLY,WA,6027,-31.74715629,115.7572958,UNKNOWN,08 6206 3200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,49,63,47,42,46,52,49,,,,,,,,,389
4148,COODANUP COLLEGE,WANJEEP STREET,MANDURAH,WA,6210,WANJEEP STREET,MANDURAH,WA,6210,-32.54610231,115.7489824,POST,08 9581 0900,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,159,155,148,142,127,90,,821
5112,COOGEE PRIMARY SCHOOL,22 MAYOR ROAD,COOGEE,WA,6166,22 MAYOR ROAD,COOGEE,WA,6166,-32.12709335,115.77182422,H80,08 6595 4900 ,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,67,78,60,58,67,65,71,69,,,,,,,,,535
5071,COOINDA PRIMARY SCHOOL,10 ALLEN STREET,EAST BUNBURY,WA,6230,PO BOX 2454,BUNBURY,WA,6231,-33.33437038,115.65190771,POST,08 9724 3000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,32,54,39,43,55,44,46,59,,,,,,,,,372
5791,COOLBELLUP COMMUNITY SCHOOL,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.80880512,H270,08 9487 9500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,20,30,31,32,39,29,27,,,,,,,,,229
6047,COOLBELLUP LEARNING CENTRE,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.80880512,POST,08 9487 9502,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,2,10,8,3,8,6,2,4,,,,,,,,,43
5116,COOLBINIA PRIMARY SCHOOL,BRADFORD STREET,COOLBINIA,WA,6050,BRADFORD STREET,COOLBINIA,WA,6050,-31.91309496,115.8590308,POST,08 9444 3798,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,40,56,49,52,60,61,60,,,,,,,,,420
5117,COOLGARDIE PRIMARY SCHOOL,46 SHAW STREET,COOLGARDIE,WA,6429,46 SHAW STREET,COOLGARDIE,WA,6429,-30.95018807,121.16714828,POST,08 9068 3100,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,8,2,8,8,6,6,6,,,,,,,,,47
5606,COOLOONGUP PRIMARY SCHOOL,21 WESTERLY WAY,COOLOONGUP,WA,6168,PO BOX 6138,WAIKIKI,WA,6169,-32.29797619,115.75528192,POST,08 9591 6900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,46,44,38,53,47,35,50,36,,,,,,,,,349
5120,COOROW PRIMARY SCHOOL,14 BRISTOL STREET,COOROW,WA,6515,14 BRISTOL STREET,COOROW,WA,6515,-29.87940195,116.0234057,POST,08 9952 1043,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,3,6,3,6,2,6,5,,,,,,,,,35
1329,CORNERSTONE CHRISTIAN COLLEGE LTD,GRACE COURT,BUSSELTON,WA,6280,GRACE COURT,BUSSELTON,WA,6280,-33.67026207,115.3229807,POST,08 9754 1144,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,43,23,31,27,31,29,35,26,,41,28,28,28,26,27,,423
1299,CORPUS CHRISTI COLLEGE,MURDOCH DRIVE,BATEMAN,WA,6150,MURDOCH DRIVE,BATEMAN,WA,6150,-32.05699614,115.8429056,POST,08 6332 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,233,187,202,198,231,226,,1277
4068,CORRIGIN DISTRICT HIGH SCHOOL,53 LYNCH STREET,CORRIGIN,WA,6375,53 LYNCH STREET,CORRIGIN,WA,6375,-32.32675596,117.87718466,POST,08 9063 2042,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,10,15,11,15,11,9,7,5,,8,8,3,6,,,,108
5123,COTTESLOE PRIMARY SCHOOL,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,-32.002516,115.761337,D290,08 9382 7300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,38,42,53,31,53,43,33,,,,,,,,,324
1465,COURT GRAMMAR SCHOOL,1 BISHOP ROAD,MUNDIJONG,WA,6123,1 BISHOP ROAD,MUNDIJONG,WA,6123,-32.26965841,115.99128059,POST,08 9526 5000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,73,44,43,39,35,34,45,50,,73,73,64,54,40,33,,700
5125,COWARAMUP PRIMARY SCHOOL,WAVERLEY STREET,COWARAMUP,WA,6284,C/- POST OFFICE,COWARAMUP,WA,6284,-33.851817,115.1071394,POST,08 9756 5400,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,47,41,44,42,45,58,36,,,,,,,,,373
5816,CRAIGIE HEIGHTS PRIMARY SCHOOL,47 SPINAWAY STREET,CRAIGIE,WA,6025,47 SPINAWAY STREET,CRAIGIE,WA,6025,-31.79004304,115.76026443,A230,08 6206 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,54,51,47,53,50,50,52,,,,,,,,,410
5126,CRANBROOK PRIMARY SCHOOL,GRENFELL STREET,CRANBROOK,WA,6321,PO BOX 109,CRANBROOK,WA,6321,-34.29276525,117.55080162,POST,08 9826 1028,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,7,8,10,9,4,3,7,,,,,,,,,56
6059,CREANEY EDUCATION SUPPORT CENTRE,50 KINGSLEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885222,A303,08 9408 2950,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,7,9,14,7,4,6,7,4,,,,,,,,,58
5667,CREANEY PRIMARY SCHOOL,6 CREANEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.78852238,A303,08 9408 2900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,45,42,44,36,49,50,37,,,,,,,,,344
5127,CUE PRIMARY SCHOOL,SIMPSON STREET,CUE,WA,6640,PO BOX 58,CUE,WA,6640,-27.42017103,117.8970268,POST,08 9963 1010,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,1,1,1,2,1,2,2,,,,,,,,,11
4069,CUNDERDIN DISTRICT HIGH SCHOOL,CUBBINE STREET,CUNDERDIN,WA,6407,CUBBINE STREET,CUNDERDIN,WA,6407,-31.65627,117.243877,POST,08 9635 3300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,10,13,14,15,14,12,15,12,,16,17,18,7,,,,163
5757,CURRAMBINE PRIMARY SCHOOL,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,-31.73364969,115.74910221,A268A,08 6207 6100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,91,85,98,89,84,114,110,81,,,,,,,,,752
5257,CURTIN PRIMARY SCHOOL,20 GOSS AVENUE,MANNING,WA,6152,20 GOSS AVENUE,MANNING,WA,6152,-32.00690937,115.87376105,F30,08 9313 1051,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,15,18,15,16,18,14,10,12,,,,,,,,,118
4015,CYRIL JACKSON SENIOR CAMPUS,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.94246463,POST,08 9413 4700,NORTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,289,164,,453
6048,CYRIL JACKSON SENIOR CAMPUS EDUCATION SUPPORT CENTRE,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.94246463,POST,08 9413 4850,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y10,Y12,,,,,,,,,,,,,5,6,24,,35
1306,DALE CHRISTIAN SCHOOL,150 FORREST ROAD,ARMADALE,WA,6112,150 FORREST ROAD,ARMADALE,WA,6112,-32.15932611,115.99873573,POST,08 9497 1444,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,39,48,45,47,42,49,47,44,,52,53,47,45,40,41,,639
5131,DALKEITH PRIMARY SCHOOL,44 CIRCE CIRCLE,DALKEITH,WA,6009,PO BOX 5402,DALKEITH,WA,6009,-31.99644115,115.79787198,POST,08 9287 7100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,43,41,46,50,47,43,41,,,,,,,,,345
5703,DALMAIN PRIMARY SCHOOL,64 DALMAIN STREET,KINGSLEY,WA,6026,64 DALMAIN STREET,KINGSLEY,WA,6026,-31.81392422,115.7907121,A307,08 6207 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,30,36,32,41,39,32,36,,,,,,,,,285
4070,DALWALLINU DISTRICT HIGH SCHOOL,97 JOHNSTON STREET,DALWALLINU,WA,6609,97 JOHNSTON STREET,DALWALLINU,WA,6609,-30.2704732,116.66108786,POST,08 9661 1204,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,16,15,15,26,13,17,20,19,,13,18,13,13,5,5,,208
4183,DALYELLUP COLLEGE,WAKE DRIVE,DALYELLUP,WA,6230,PO BOX 1096,BUNBURY,WA,6231,-33.40385496,115.6257673,POST,08 9795 2000,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,136,148,161,155,127,73,,800
5779,DALYELLUP PRIMARY SCHOOL,14 HARTOG ROAD,DALYELLUP,WA,6230,PO BOX 679,BUNBURY,WA,6231,-33.39985687,115.6228338,POST,08 9796 5600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,57,60,65,48,71,73,65,76,,,,,,,,,515
5133,DAMPIER PRIMARY SCHOOL,42 CHURCH ROAD,DAMPIER,WA,6713,42 CHURCH ROAD,DAMPIER,WA,6713,-20.6644723,116.70571695,POST,08 9183 4300,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,21,27,22,34,24,20,27,,,,,,,,,201
5135,DANDARAGAN PRIMARY SCHOOL,DANDARAGAN ROAD,DANDARAGAN,WA,6507,PO BOX 91,DANDARAGAN,WA,6507,-30.67304886,115.7019541,POST,08 9651 4017,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,11,6,9,9,5,3,2,,,,,,,,,50
5136,DARDANUP PRIMARY SCHOOL,HAYWARD STREET,DARDANUP,WA,6236,HAYWARD STREET,DARDANUP,WA,6236,-33.40089693,115.7575813,POST,08 9728 1146,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,11,22,17,16,14,10,19,,,,,,,,,139
5826,DARKAN PRIMARY SCHOOL,DARKAN SOUTH ROAD,DARKAN,WA,6392,DARKAN SOUTH ROAD,DARKAN,WA,6392,-33.33586626,116.7346573,POST,08 9736 1299,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,8,10,16,13,12,9,13,,,,,,,,,89
4116,DARLING RANGE SPORTS COLLEGE,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,-31.97566063,116.01085969,E290,08 9453 0100,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,193,166,205,170,135,143,,1012
5138,DARLINGTON PRIMARY SCHOOL,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,-31.92015078,116.07754,C270,08 9257 4000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,51,51,40,51,50,53,54,,,,,,,,,389
5566,DAVALLIA PRIMARY SCHOOL,6 JUNIPER WAY,DUNCRAIG,WA,6023,6 JUNIPER WAY,DUNCRAIG,WA,6023,-31.84104283,115.7874618,A110,08 9447 6633,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,73,62,68,71,55,71,73,54,,,,,,,,,527
5653,DAWSON PARK PRIMARY SCHOOL,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,-31.97788644,115.99998139,POST,08 9453 2499,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,53,62,55,60,65,73,53,,,,,,,,,481
5691,DAWUL REMOTE COMMUNITY SCHOOL,DOON DOON STATION,KUNUNURRA,WA,6743,PO BOX 1881,KUNUNURRA,WA,6743,-16.306425,128.2465,POST,08 9167 8978,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y06,4,,1,3,2,1,,2,,,,,,,,,13
5414,DEANMORE PRIMARY SCHOOL,21 DEANMORE ROAD,KARRINYUP,WA,6018,21 DEANMORE ROAD,KARRINYUP,WA,6018,-31.88323747,115.76660762,A60,08 9341 1610,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,56,69,66,62,56,71,63,56,,,,,,,,,499
5767,DENMARK PRIMARY SCHOOL,MITCHELL STREET,DENMARK,WA,6333,MITCHELL STREET,DENMARK,WA,6333,-34.96364766,117.3534296,POST,08 9848 4700,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,57,46,36,68,47,68,51,64,,,,,,,,,437
4072,DENMARK SENIOR HIGH SCHOOL,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,-34.95741408,117.3645842,POST,08 9848 0100,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,75,71,90,84,60,51,,431
4073,DERBY DISTRICT HIGH SCHOOL,10 ANDERSON STREET,DERBY,WA,6728,PMB 958,DERBY,WA,6728,-17.30943881,123.63373904,POST,08 9193 3000,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,33,41,50,63,53,58,52,49,,50,59,49,35,28,17,,637
5144,DIANELLA HEIGHTS PRIMARY SCHOOL,9 BEAMAN STREET,DIANELLA,WA,6059,9 BEAMAN STREET,DIANELLA,WA,6059,-31.88273396,115.8661514,B320,08 9375 3622,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,74,53,49,61,65,64,56,,,,,,,,,462
5309,DIANELLA PRIMARY COLLEGE,LAYTHORNE STREET,DIANELLA,WA,6059,LAYTHORNE STREET,DIANELLA,WA,6059,-31.87939428,115.8548645,B290,08 9263 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,35,51,51,51,63,46,43,,,,,,,,,380
4036,DIANELLA SECONDARY COLLEGE,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,-31.87818209,115.85490274,B280,08 9345 9200,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,110,105,104,74,101,71,,565
6068,DIANELLA SECONDARY COLLEGE EDUCATION SUPPORT CENTRE,9 LAYTHORNE STREET,DIANELLA,WA,6059,9 LAYTHORNE STREET,DIANELLA,WA,6059,-31.879454,115.853534,POST,08 9345 9272,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,13,14,18,25,22,22,,114
1405,DIVINE MERCY COLLEGE,326 YANGEBUP ROAD,YANGEBUP,WA,6164,326 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12468637,115.82516968,POST,08 9417 3267,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,17,14,14,23,18,22,21,26,,37,42,48,39,38,48,,407
5760,DJIDI DJIDI ABORIGINAL SCHOOL,ERICA ENTRANCE,BUNBURY,WA,6230,ERICA ENTRANCE,BUNBURY,WA,6230,-33.3480231,115.6823564,POST,08 9724 9444,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,15,12,18,11,14,16,18,7,,,,,,,,,111
5098,DJUGERARI REMOTE COMMUNITY SCHOOL,FOURTH STREET,DJUGERARI COMMUNITY,WA,6765,PO BOX 112,FITZROY CROSSING,WA,6765,-18.988706,125.510396,POST,08 9191 7145,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y06,2,3,3,,1,3,1,1,,,,,,,,,14
4131,DONGARA DISTRICT HIGH SCHOOL,13 CAVE WAY,DONGARA,WA,6525,13 CAVE WAY,DONGARA,WA,6525,-29.24926582,114.9285663,POST,08 9927 0100,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,36,29,30,28,47,41,40,49,,30,23,25,25,12,10,,425
4074,DONNYBROOK DISTRICT HIGH SCHOOL,10 BENTLEY STREET,DONNYBROOK,WA,6239,10 BENTLEY STREET,DONNYBROOK,WA,6239,-33.57479874,115.82099253,POST,08 9732 4400,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,39,28,36,34,46,31,37,29,,31,37,39,30,,,,417
5150,DOUBLEVIEW PRIMARY SCHOOL,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,-31.89845085,115.77766165,D110,08 9392 7400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,61,65,56,62,60,56,51,50,,,,,,,,,461
4075,DOWERIN DISTRICT HIGH SCHOOL,35 MEMORIAL AVENUE,DOWERIN,WA,6461,35 MEMORIAL AVENUE,DOWERIN,WA,6461,-31.19174,117.037882,POST,08 9631 1030,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,15,11,13,13,11,6,14,8,,12,14,12,5,,,,134
5694,DRYANDRA PRIMARY SCHOOL,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,-31.85529627,115.86235222,POST,08 9345 6400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,24,37,36,28,32,26,27,,,,,,,,,230
5587,DUDLEY PARK PRIMARY SCHOOL,GILLARK STREET,MANDURAH,WA,6210,PO BOX 915,MANDURAH,WA,6210,-32.54121027,115.735351,POST,08 9535 9533,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,58,51,57,63,58,61,73,,,,,,,,,468
5773,DUMBLEYUNG PRIMARY SCHOOL,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,-33.31275734,117.73867522,POST,08 9863 4068,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,4,5,3,6,1,4,2,,,,,,,,,29
5575,DUNCRAIG PRIMARY SCHOOL,21 ROCHE ROAD,DUNCRAIG,WA,6023,21 ROCHE ROAD,DUNCRAIG,WA,6023,-31.83197629,115.77075437,A150,08 6224 2150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,44,51,45,52,41,60,67,53,,,,,,,,,413
4129,DUNCRAIG SENIOR HIGH SCHOOL,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,-31.82190527,115.767131,A160,08 6241 5000,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,330,318,268,300,231,193,,1640
5155,DUNSBOROUGH PRIMARY SCHOOL,40 TURNER STREET,DUNSBOROUGH,WA,6281,TURNER STREET,DUNSBOROUGH,WA,6281,-33.60060793,115.09979122,POST,08 9781 3777,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,79,72,107,91,96,98,117,87,,,,,,,,,747
6029,DURHAM ROAD SCHOOL,37 DURHAM ROAD,BAYSWATER,WA,6053,37 DURHAM ROAD,BAYSWATER,WA,6053,-31.91510281,115.91859797,C350,08 9238 0900,NORTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,11,15,26,14,14,12,15,15,,16,16,9,11,12,14,,200
5157,DWELLINGUP PRIMARY SCHOOL,10 NEWTON STREET,DWELLINGUP,WA,6213,10 NEWTON STREET,DWELLINGUP,WA,6213,-32.71529394,116.0641876,POST,08 9538 5100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,9,6,3,9,7,7,8,8,,,,,,,,,57
5626,EAST BEECHBORO PRIMARY SCHOOL,BROCKMILL AVENUE,BEECHBORO,WA,6063,BROCKMILL AVENUE,BEECHBORO,WA,6063,-31.87236969,115.9508182,C180,08 6216 1900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,62,53,58,56,64,51,60,45,,,,,,,,,449
5801,EAST BUTLER PRIMARY SCHOOL,7 AMERSHAM CRESCENT,BUTLER,WA,6036,7 AMERSHAM CRESCENT,BUTLER,WA,6036,-31.6437585,115.71175964,A274,08 9562 9600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,58,61,70,63,81,62,86,,,,,,,,,530
5177,EAST FREMANTLE PRIMARY SCHOOL,8 FORREST STREET,FREMANTLE,WA,6160,8 FORREST STREET,FREMANTLE,WA,6160,-32.04789275,115.75914837,POST,08 9432 1200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,61,42,64,52,58,52,63,,,,,,,,,432
5627,EAST HAMERSLEY PRIMARY SCHOOL,20 DOON WAY,HAMERSLEY,WA,6022,20 DOON WAY,HAMERSLEY,WA,6022,-31.84763444,115.81860514,POST,08 9462 9550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,22,39,34,31,24,27,14,12,,,,,,,,,203
5201,EAST HAMILTON HILL PRIMARY SCHOOL,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,-32.07753718,115.7892828,POST,08 9487 9300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,17,27,38,29,24,22,26,26,,,,,,,,,209
5232,EAST KALGOORLIE PRIMARY SCHOOL,4 MAFEKING STREET,KALGOORLIE,WA,6430,PO BOX 10501,KALGOORLIE PO,WA,6433,-30.74742189,121.4854297,POST,08 9068 2400,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,30,21,17,16,20,18,13,,,,,,,,,160
5634,EAST KENWICK PRIMARY SCHOOL,96 KENWICK ROAD,KENWICK,WA,6107,96 KENWICK ROAD,KENWICK,WA,6107,-32.03172749,115.9796025,F110,08 9459 1251,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,52,59,43,55,41,58,55,39,,,,,,,,,402
4123,EAST KIMBERLEY COLLEGE,MANGALOO STREET,KUNUNURRA,WA,6743,PO BOX 617,KUNUNURRA,WA,6743,-15.76888254,128.7361825,POST,08 9168 4400,KIMBERLEY,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,64,63,82,81,77,84,94,88,,81,69,60,68,53,55,,1019
5571,EAST MADDINGTON PRIMARY SCHOOL,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,-32.05542616,116.00412338,F160,08 9459 1166,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,64,66,53,59,46,48,53,,,,,,,,,429
5537,EAST MANJIMUP PRIMARY SCHOOL,CNR YOUNG/OCONNOR STREETS,MANJIMUP,WA,6258,O'CONNOR STREET,MANJIMUP,WA,6258,-34.24502646,116.151728,POST,08 9771 9200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,27,34,32,31,23,34,27,,,,,,,,,233
5342,EAST NARROGIN PRIMARY SCHOOL,HOMER STREET,NARROGIN,WA,6312,HOMER STREET,NARROGIN,WA,6312,-32.93547426,117.1883722,POST,08 9882 1600,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,15,21,18,21,26,23,28,,,,,,,,,166
6065,EAST VICTORIA PARK EDUCATION SUPPORT CENTRE,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.90808968,POST,08 6228 0750,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,4,8,4,2,3,1,3,5,,,,,,,,,30
5445,EAST VICTORIA PARK PRIMARY SCHOOL,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.90808968,E20,08 6228 0700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,44,54,52,51,42,52,36,37,,,,,,,,,368
5681,EAST WAIKIKI PRIMARY SCHOOL,21 GIBB ROAD,COOLOONGUP,WA,6168,21 GIBB ROAD,COOLOONGUP,WA,6168,-32.3040885,115.76053639,H177,08 9591 6600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,59,56,54,60,63,55,66,,,,,,,,,453
5577,EAST WANNEROO PRIMARY SCHOOL,32 HIGH ROAD,WANNEROO,WA,6065,32 HIGH ROAD,WANNEROO,WA,6065,-31.7568505,115.81681493,POST,08 6207 3600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,42,48,45,41,66,48,54,,,,,,,,,384
4182,EASTERN GOLDFIELDS COLLEGE,70 CASSIDY STREET,KALGOORLIE,WA,6430,LOCKED BAG 33,KALGOORLIE PO,WA,6433,-30.75101639,121.47537458,POST,08 9092 3100,GOLDFIELDS,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,278,196,,474
